Budget: 27, Stat Range: 8-16
16, 16, 13, 08, 08, 08
16, 16, 12, 09, 08, 08
16, 16, 11, 10, 08, 08
16, 16, 11, 09, 09, 08
16, 16, 10, 10, 09, 08
16, 16, 10, 09, 09, 09
16, 15, 14, 08, 08, 08
16, 15, 13, 10, 08, 08
16, 15, 13, 09, 09, 08
16, 15, 12, 11, 08, 08
16, 15, 12, 10, 09, 08
16, 15, 12, 09, 09, 09
16, 15, 11, 11, 09, 08
16, 15, 11, 10, 10, 08
16, 15, 11, 10, 09, 09
16, 15, 10, 10, 10, 09
16, 14, 14, 10, 08, 08
16, 14, 14, 09, 09, 08
16, 14, 13, 12, 08, 08
16, 14, 13, 11, 09, 08
16, 14, 13, 10, 10, 08
16, 14, 13, 10, 09, 09
16, 14, 12, 12, 09, 08
16, 14, 12, 11, 10, 08
16, 14, 12, 11, 09, 09
16, 14, 12, 10, 10, 09
16, 14, 11, 11, 11, 08
16, 14, 11, 11, 10, 09
16, 14, 11, 10, 10, 10
16, 13, 13, 13, 09, 08
16, 13, 13, 12, 10, 08
16, 13, 13, 12, 09, 09
16, 13, 13, 11, 11, 08
16, 13, 13, 11, 10, 09
16, 13, 13, 10, 10, 10
16, 13, 12, 12, 11, 08
16, 13, 12, 12, 10, 09
16, 13, 12, 11, 11, 09
16, 13, 12, 11, 10, 10
16, 13, 11, 11, 11, 10
16, 12, 12, 12, 12, 08
16, 12, 12, 12, 11, 09
16, 12, 12, 12, 10, 10
16, 12, 12, 11, 11, 10
16, 12, 11, 11, 11, 11
15, 15, 15, 08, 08, 08
15, 15, 14, 10, 08, 08
15, 15, 14, 09, 09, 08
15, 15, 13, 12, 08, 08
15, 15, 13, 11, 09, 08
15, 15, 13, 10, 10, 08
15, 15, 13, 10, 09, 09
15, 15, 12, 12, 09, 08
15, 15, 12, 11, 10, 08
15, 15, 12, 11, 09, 09
15, 15, 12, 10, 10, 09
15, 15, 11, 11, 11, 08
15, 15, 11, 11, 10, 09
15, 15, 11, 10, 10, 10
15, 14, 14, 12, 08, 08
15, 14, 14, 11, 09, 08
15, 14, 14, 10, 10, 08
15, 14, 14, 10, 09, 09
15, 14, 13, 13, 09, 08
15, 14, 13, 12, 10, 08
15, 14, 13, 12, 09, 09
15, 14, 13, 11, 11, 08
15, 14, 13, 11, 10, 09
15, 14, 13, 10, 10, 10
15, 14, 12, 12, 11, 08
15, 14, 12, 12, 10, 09
15, 14, 12, 11, 11, 09
15, 14, 12, 11, 10, 10
15, 14, 11, 11, 11, 10
15, 13, 13, 13, 11, 08
15, 13, 13, 13, 10, 09
15, 13, 13, 12, 12, 08
15, 13, 13, 12, 11, 09
15, 13, 13, 12, 10, 10
15, 13, 13, 11, 11, 10
15, 13, 12, 12, 12, 09
15, 13, 12, 12, 11, 10
15, 13, 12, 11, 11, 11
15, 12, 12, 12, 12, 10
15, 12, 12, 12, 11, 11
14, 14, 14, 13, 09, 08
14, 14, 14, 12, 10, 08
14, 14, 14, 12, 09, 09
14, 14, 14, 11, 11, 08
14, 14, 14, 11, 10, 09
14, 14, 14, 10, 10, 10
14, 14, 13, 13, 11, 08
14, 14, 13, 13, 10, 09
14, 14, 13, 12, 12, 08
14, 14, 13, 12, 11, 09
14, 14, 13, 12, 10, 10
14, 14, 13, 11, 11, 10
14, 14, 12, 12, 12, 09
14, 14, 12, 12, 11, 10
14, 14, 12, 11, 11, 11
14, 13, 13, 13, 13, 08
14, 13, 13, 13, 12, 09
14, 13, 13, 13, 11, 10
14, 13, 13, 12, 12, 10
14, 13, 13, 12, 11, 11
14, 13, 12, 12, 12, 11
14, 12, 12, 12, 12, 12
13, 13, 13, 13, 13, 10
13, 13, 13, 13, 12, 11
13, 13, 13, 12, 12, 12
