Budget: 32, Stat Range: 3-18
18, 18, 16, 05, 03, 03
18, 18, 16, 04, 04, 03
18, 18, 15, 07, 03, 03
18, 18, 15, 06, 04, 03
18, 18, 15, 05, 05, 03
18, 18, 15, 05, 04, 04
18, 18, 14, 09, 03, 03
18, 18, 14, 08, 04, 03
18, 18, 14, 07, 05, 03
18, 18, 14, 07, 04, 04
18, 18, 14, 06, 06, 03
18, 18, 14, 06, 05, 04
18, 18, 14, 05, 05, 05
18, 18, 13, 11, 03, 03
18, 18, 13, 10, 04, 03
18, 18, 13, 09, 05, 03
18, 18, 13, 09, 04, 04
18, 18, 13, 08, 06, 03
18, 18, 13, 08, 05, 04
18, 18, 13, 07, 07, 03
18, 18, 13, 07, 06, 04
18, 18, 13, 07, 05, 05
18, 18, 13, 06, 06, 05
18, 18, 12, 12, 03, 03
18, 18, 12, 11, 04, 03
18, 18, 12, 10, 05, 03
18, 18, 12, 10, 04, 04
18, 18, 12, 09, 06, 03
18, 18, 12, 09, 05, 04
18, 18, 12, 08, 07, 03
18, 18, 12, 08, 06, 04
18, 18, 12, 08, 05, 05
18, 18, 12, 07, 07, 04
18, 18, 12, 07, 06, 05
18, 18, 12, 06, 06, 06
18, 18, 11, 11, 05, 03
18, 18, 11, 11, 04, 04
18, 18, 11, 10, 06, 03
18, 18, 11, 10, 05, 04
18, 18, 11, 09, 07, 03
18, 18, 11, 09, 06, 04
18, 18, 11, 09, 05, 05
18, 18, 11, 08, 08, 03
18, 18, 11, 08, 07, 04
18, 18, 11, 08, 06, 05
18, 18, 11, 07, 07, 05
18, 18, 11, 07, 06, 06
18, 18, 10, 10, 07, 03
18, 18, 10, 10, 06, 04
18, 18, 10, 10, 05, 05
18, 18, 10, 09, 08, 03
18, 18, 10, 09, 07, 04
18, 18, 10, 09, 06, 05
18, 18, 10, 08, 08, 04
18, 18, 10, 08, 07, 05
18, 18, 10, 08, 06, 06
18, 18, 10, 07, 07, 06
18, 18, 09, 09, 09, 03
18, 18, 09, 09, 08, 04
18, 18, 09, 09, 07, 05
18, 18, 09, 09, 06, 06
18, 18, 09, 08, 08, 05
18, 18, 09, 08, 07, 06
18, 18, 09, 07, 07, 07
18, 18, 08, 08, 08, 06
18, 18, 08, 08, 07, 07
18, 17, 17, 05, 03, 03
18, 17, 17, 04, 04, 03
18, 17, 16, 08, 03, 03
18, 17, 16, 07, 04, 03
18, 17, 16, 06, 05, 03
